Gene,Predicted Label,Probability
MET,[1],[1.]
MUC16,[1],[1.]
HDAC2,[1],[1.]
FAM20C,[1],[1.]
SMARCC2,[1],[1.]
PRKACA,[1],[1.]
HRAS,[1],[1.]
ITGA5,[1],[1.]
PCDHA9,[1],[1.]
KMT2C,[1],[1.]
MYOF,[1],[1.]
LAMB1,[1],[1.]
TSC2,[1],[1.]
LRP6,[1],[1.]
PSMC2,[1],[1.]
NFATC1,[1],[1.]
SMC2,[1],[1.]
JMJD1C,[1],[1.]
ERBB4,[1],[1.]
E2F1,[1],[1.]
RET,[1],[1.]
ITGA10,[1],[1.]
YWHAE,[1],[1.]
LAMA4,[1],[1.]
RYR1,[1],[1.]
PLG,[1],[1.]
SMAD2,[1],[1.]
NRP1,[1],[1.]
F5,[1],[1.]
MYH9,[1],[1.]
IGF1R,[1],[1.]
TCF7L2,[1],[1.]
MAP3K4,[1],[1.]
HKDC1,[1],[1.]
LAMB2,[1],[1.]
USP6,[1],[1.]
CNTN5,[1],[1.]
BCL2L1,[1],[1.]
THBS1,[1],[1.]
TNR,[1],[1.]
DYNC1H1,[1],[1.]
PDGFRA,[1],[1.]
AMER1,[1],[1.]
ITGA1,[1],[1.]
EP300,[1],[1.]
MAGI1,[1],[1.]
FANCD2,[1],[1.]
ATM,[1],[1.]
PPP5C,[1],[1.]
PGK1,[1],[1.]
TRRAP,[1],[1.]
PSMA6,[1],[1.]
FBN2,[1],[1.]
GRM1,[1],[1.]
TIAM1,[1],[1.]
TPR,[1],[1.]
FES,[1],[1.]
KLRG1,[1],[1.]
CHUK,[1],[1.]
DNAH9,[1],[1.]
HSPG2,[1],[1.]
SKI,[1],[1.]
NOTCH1,[1],[1.]
RPL10,[1],[1.]
PSMA2,[1],[1.]
PTPRB,[1],[1.]
ADAM17,[1],[1.]
DTX3L,[1],[1.]
TEAD4,[1],[1.]
KRAS,[1],[1.]
CREBBP,[1],[1.]
DNAH2,[1],[1.]
LRP1,[1],[1.]
HUWE1,[1],[1.]
PLXNA2,[1],[1.]
CD3D,[1],[1.]
SCN1A,[1],[1.]
RNF213,[1],[1.]
NF1,[1],[1.]
MS4A2,[1],[1.]
ZFP36,[1],[1.]
CDC6,[1],[1.]
RAC1,[1],[1.]
FLT1,[1],[1.]
TJP1,[1],[1.]
CDH13,[1],[1.]
NFIC,[1],[1.]
MAP2K4,[1],[1.]
TLR7,[1],[1.]
SPP1,[1],[1.]
PRKCB,[1],[1.]
MUC4,[1],[1.]
TTN,[1],[1.]
PCNT,[1],[1.]
MST1R,[1],[1.]
PIK3CA,[1],[1.]
ITGA2,[1],[1.]
MYH10,[1],[1.]
MAGI2,[1],[1.]
MMP3,[1],[1.]
CX3CR1,[1],[1.]
NCOA3,[1],[1.]
CTNNA1,[1],[1.]
PCDHGA8,[1],[1.]
SPTBN2,[1],[1.]
NPNT,[1],[1.]
PARP14,[1],[1.]
WNK2,[1],[1.]
HLA-A,[1],[1.]
SDC2,[1],[1.]
KMT2B,[1],[1.]
RYR3,[1],[1.]
RHOB,[1],[1.]
SHOC2,[1],[1.]
CACNA1E,[1],[1.]
MTOR,[1],[1.]
STAT1,[1],[1.]
CCR7,[1],[1.]
VCL,[1],[1.]
ITPR2,[1],[1.]
ERBB2,[1],[1.]
ADRB1,[1],[1.]
ZFHX3,[1],[1.]
HLA-B,[1],[1.]
PTPRK,[1],[1.]
EPHA2,[1],[1.]
MAPK1,[1],[1.]
SP1,[1],[1.]
PRKCQ,[1],[1.]
SMC1B,[1],[1.]
BRCA2,[1],[1.]
LSP1,[1],[1.]
TRIM24,[1],[1.]
LIFR,[1],[1.]
APC,[1],[1.]
SIN3B,[1],[1.]
STAG1,[1],[1.]
PLCB1,[1],[1.]
SMAD7,[1],[1.]
PDGFRB,[1],[1.]
HTT,[1],[1.]
FBXW7,[1],[1.]
MYO9A,[1],[1.]
PTK2,[1],[1.]
EID3,[1],[1.]
FLG,[1],[1.]
PSEN1,[1],[1.]
HERC2,[1],[1.]
NCOR2,[1],[1.]
KDM6A,[1],[1.]
PRKCH,[1],[1.]
TBX3,[1],[1.]
ALMS1,[1],[1.]
MAP3K11,[1],[1.]
SPTBN1,[1],[1.]
RANBP2,[1],[1.]
LY96,[1],[1.]
CXCL10,[1],[1.]
ACVR1B,[1],[1.]
RXRA,[1],[1.]
TPTE,[1],[1.]
SPTA1,[1],[1.]
PCDHA7,[1],[1.]
PRKDC,[1],[1.]
TLN1,[1],[1.]
PSMD4,[1],[1.]
KMT2A,[1],[1.]
CD82,[1],[1.]
SND1,[1],[1.]
YWHAZ,[1],[1.]
TLE3,[1],[1.]
EGF,[1],[1.]
RIMS1,[1],[1.]
GLI3,[1],[1.]
RAPGEF2,[1],[1.]
NTRK3,[1],[1.]
TRIO,[1],[1.]
SERPINB5,[1],[1.]
USP9X,[1],[1.]
PSME4,[1],[1.]
EXOC4,[1],[1.]
RAPGEF6,[1],[1.]
NOS3,[1],[1.]
WNK1,[1],[1.]
PTP4A2,[1],[1.]
DLG1,[1],[1.]
TP63,[1],[1.]
KRT13,[1],[1.]
MAGI3,[1],[1.]
SF3B1,[1],[1.]
ZFYVE16,[1],[1.]
SUPT5H,[1],[1.]
INTU,[1],[1.]
ITGB5,[1],[1.]
FGFR4,[1],[1.]
ITGAM,[1],[1.]
FAM20A,[1],[1.]
VEGFA,[1],[1.]
F8,[1],[1.]
MMP9,[1],[1.]
MUC5B,[1],[1.]
ADAMTSL1,[1],[1.]
ACTB,[1],[1.]
RAP2A,[1],[1.]
THBS2,[1],[1.]
COL4A5,[1],[1.]
FOXA1,[1],[1.]
SRGAP3,[1],[1.]
PTPN6,[1],[1.]
PTPRM,[1],[1.]
CD28,[1],[1.]
PIK3R1,[1],[1.]
KIR3DL1,[1],[1.]
SHPRH,[1],[1.]
DSP,[1],[1.]
DYNC2H1,[1],[1.]
NOTCH3,[1],[1.]
STAG2,[1],[1.]
F2,[1],[1.]
CDKN1B,[1],[1.]
CFH,[1],[1.]
BTRC,[1],[1.]
DMD,[1],[1.]
INSR,[1],[1.]
SMAD4,[1],[1.]
OBSCN,[1],[1.]
CDKN1A,[1],[1.]
FGFR2,[1],[1.]
EPHA3,[1],[1.]
ITPR1,[1],[1.]
IQGAP1,[1],[1.]
PTK2B,[1],[1.]
DNM3,[1],[1.]
PLCE1,[1],[1.]
SOS1,[1],[1.]
ITGAL,[1],[1.]
PCDHGB3,[1],[1.]
PLEC,[1],[1.]
FZD1,[1],[1.]
GNA13,[1],[1.]
FAT4,[1],[1.]
SMC1A,[1],[1.]
LAMC1,[1],[1.]
CARD11,[1],[1.]
DNAH1,[1],[1.]
ITPR3,[1],[1.]
WTIP,[1],[1.]
SCP2,[1],[1.]
DAAM1,[1],[1.]
POLE,[1],[1.]
FLNA,[1],[1.]
ROCK1,[1],[1.]
TYR,[1],[1.]
CSF2RB,[1],[1.]
FAT1,[1],[1.]
FLNB,[1],[1.]
MAP4K4,[1],[1.]
ESPL1,[1],[1.]
RUNX1T1,[1],[1.]
SLC7A11,[1],[1.]
NFE2L2,[1],[1.]
NLRP3,[1],[1.]
CELSR2,[1],[1.]
ROBO1,[1],[1.]
AHCTF1,[1],[1.]
UBA52,[1],[1.]
IRF4,[1],[1.]
NUP214,[1],[1.]
ADCYAP1R1,[1],[1.]
RYR2,[1],[1.]
ACAN,[1],[1.]
SPEN,[1],[1.]
PRKCE,[1],[1.]
CUBN,[1],[1.]
PLA2G4A,[1],[1.]
ANK2,[1],[1.]
CR2,[1],[1.]
IRAK4,[1],[1.]
SV2A,[1],[1.]
WNT7A,[1],[1.]
FLT3,[1],[1.]
SV2B,[1],[1.]
JAM2,[1],[1.]
TGFBR1,[1],[1.]
NEB,[1],[1.]
FRAS1,[1],[1.]
TAF1,[1],[1.]
CNTFR,[1],[1.]
CHD9,[1],[1.]
FANCM,[1],[1.]
LCP2,[1],[1.]
CLTC,[1],[1.]
AGK,[1],[1.]
CD40,[1],[1.]
CDH1,[1],[1.]
PLCB4,[1],[1.]
GPC5,[1],[1.]
TNC,[1],[1.]
RASA1,[1],[1.]
NFATC2,[1],[1.]
LAMA3,[1],[1.]
VHL,[1],[1.]
TIMP1,[1],[1.]
E2F3,[1],[1.]
HNF1A,[1],[1.]
PPARGC1B,[1],[1.]
FGFR1,[1],[1.]
GATA3,[1],[1.]
CD27,[1],[1.]
ERBB3,[1],[1.]
NCOA2,[1],[1.]
IL16,[1],[1.]
SLC6A3,[1],[1.]
VCAN,[1],[1.]
CSNK2A1,[1],[1.]
TFF1,[1],[1.]
HECW1,[1],[1.]
CCR8,[1],[1.]
ITGA2B,[1],[1.]
FGD5,[1],[1.]
TGFBR2,[1],[1.]
TFAP4,[1],[1.]
BTK,[1],[1.]
SLX4,[1],[1.]
TG,[1],[1.]
BMPR2,[1],[1.]
HEY1,[1],[1.]
B3GAT2,[1],[0.9999999]
RAPGEF1,[1],[0.9999999]
ITGA6,[1],[0.9999999]
ZNF318,[1],[0.9999999]
SOD2,[1],[0.9999999]
CYLD,[1],[0.9999999]
FYN,[1],[0.9999999]
ACOX1,[1],[0.9999999]
MMP13,[1],[0.9999999]
HLA-DRB5,[1],[0.9999999]
LPIN3,[1],[0.9999999]
LAMA5,[1],[0.9999999]
SEMA3C,[1],[0.9999999]
COL4A3,[1],[0.9999999]
LRP8,[1],[0.9999999]
DYNC1I2,[1],[0.9999999]
BLM,[1],[0.9999999]
EGR2,[1],[0.9999999]
TAF5,[1],[0.9999999]
ZBTB16,[1],[0.9999999]
STAT2,[1],[0.9999999]
AKT3,[1],[0.9999999]
BACE2,[1],[0.9999999]
RIT1,[1],[0.9999999]
TRAF6,[1],[0.9999999]
NEUROD1,[1],[0.9999999]
CPT1A,[1],[0.9999999]
LAMC2,[1],[0.9999999]
JAK3,[1],[0.9999999]
ZNF521,[1],[0.9999999]
FN1,[1],[0.9999999]
CD163,[1],[0.9999999]
MYH11,[1],[0.9999999]
GATA1,[1],[0.9999999]
SHC1,[1],[0.9999999]
STAG3,[1],[0.9999999]
MMP2,[1],[0.9999999]
CDH23,[1],[0.9999999]
NTRK1,[1],[0.9999999]
E2F4,[1],[0.9999999]
PTPN11,[1],[0.9999999]
LAMA2,[1],[0.9999999]
GPC6,[1],[0.9999999]
KCNJ3,[1],[0.9999999]
ADAMTS4,[1],[0.9999999]
POLR3A,[1],[0.9999999]
TFRC,[1],[0.9999999]
RPS6KA2,[1],[0.9999999]
PCDHA8,[1],[0.9999999]
SIPA1L1,[1],[0.9999999]
VTN,[1],[0.9999999]
USP7,[1],[0.9999999]
NFKBIA,[1],[0.9999999]
CLDN8,[1],[0.9999999]
ST6GALNAC2,[1],[0.9999999]
MED13,[1],[0.9999999]
SLC18A1,[1],[0.9999999]
JAK2,[1],[0.9999999]
HSP90B1,[1],[0.9999999]
PABPC5,[1],[0.9999999]
MYLK3,[1],[0.9999999]
SLC34A2,[1],[0.9999999]
KIF2B,[1],[0.9999999]
THBS4,[1],[0.9999999]
KIR2DL4,[1],[0.9999999]
SMARCB1,[1],[0.9999999]
IL1R2,[1],[0.9999999]
MAP3K1,[1],[0.9999999]
CD180,[1],[0.9999999]
PSMD8,[1],[0.9999999]
IL6ST,[1],[0.9999999]
SYK,[1],[0.9999999]
GNAS,[1],[0.9999999]
BCL2,[1],[0.9999999]
XRCC2,[1],[0.9999999]
NGFR,[1],[0.9999999]
CACNA1C,[1],[0.9999999]
FOS,[1],[0.9999999]
PSMD2,[1],[0.9999999]
ANPEP,[1],[0.9999999]
FADD,[1],[0.9999999]
NOS1,[1],[0.9999999]
RAP2B,[1],[0.9999999]
SH3GL2,[1],[0.9999999]
DSCAM,[1],[0.9999999]
FGF5,[1],[0.9999999]
APOF,[1],[0.9999999]
PARD3,[1],[0.9999999]
SIRPA,[1],[0.9999999]
MYO5A,[1],[0.9999999]
NID1,[1],[0.9999999]
PRKCA,[1],[0.9999999]
NOTCH2,[1],[0.9999999]
EVL,[1],[0.9999999]
TAF9B,[1],[0.9999999]
ZFP36L1,[1],[0.9999999]
FZD4,[1],[0.9999999]
GRM5,[1],[0.9999999]
CUL4B,[1],[0.9999999]
RPGRIP1L,[1],[0.9999999]
EPO,[1],[0.9999999]
PCK1,[1],[0.9999999]
CXCL13,[1],[0.9999999]
LMO7,[1],[0.9999999]
COL7A1,[1],[0.9999999]
IFNA8,[1],[0.9999999]
RBBP6,[1],[0.9999999]
PIK3CD,[1],[0.9999999]
CCR5,[1],[0.9999999]
PRF1,[1],[0.9999999]
KLF4,[1],[0.9999999]
PIK3R5,[1],[0.9999999]
KIF3A,[1],[0.99999976]
NFATC3,[1],[0.99999976]
IL33,[1],[0.99999976]
RNF43,[1],[0.99999976]
CRMP1,[1],[0.99999976]
BRCA1,[1],[0.99999976]
FOXO4,[1],[0.99999976]
GAB2,[1],[0.99999976]
PCSK5,[1],[0.99999976]
ITGA4,[1],[0.99999976]
PTPRC,[1],[0.99999976]
ALDOA,[1],[0.99999976]
PDE3A,[1],[0.99999976]
SUMO1,[1],[0.99999976]
GRM8,[1],[0.99999976]
CNOT1,[1],[0.99999976]
MYC,[1],[0.99999976]
PIK3CG,[1],[0.99999976]
ACTL6A,[1],[0.99999976]
KIF5C,[1],[0.99999976]
RICTOR,[1],[0.99999976]
AXIN2,[1],[0.99999976]
IRF8,[1],[0.99999976]
LNX1,[1],[0.99999976]
HLA-DPB1,[1],[0.99999976]
TLR8,[1],[0.99999976]
PTGS2,[1],[0.99999976]
CXCR6,[1],[0.99999976]
NCAPD3,[1],[0.99999976]
PRMT5,[1],[0.99999976]
FANCA,[1],[0.99999976]
FCER1A,[1],[0.99999976]
LMO2,[1],[0.99999976]
GSTA3,[1],[0.99999976]
SMARCC1,[1],[0.99999976]
DNMT3A,[1],[0.99999976]
CEP290,[1],[0.99999976]
ACVR2A,[1],[0.99999976]
TAF4,[1],[0.99999976]
RUNX3,[1],[0.99999976]
CSNK1A1,[1],[0.99999976]
CCR9,[1],[0.99999976]
FLT4,[1],[0.99999976]
EPHA5,[1],[0.99999976]
PSMB7,[1],[0.99999976]
GGCX,[1],[0.99999976]
CSF2RA,[1],[0.99999964]
WEE1,[1],[0.99999964]
CCL8,[1],[0.99999964]
IFNLR1,[1],[0.99999964]
TCF3,[1],[0.99999964]
TNNC1,[1],[0.99999964]
CKAP5,[1],[0.99999964]
LPIN2,[1],[0.99999964]
SMARCA2,[1],[0.99999964]
EP400,[1],[0.99999964]
ZNF331,[1],[0.99999964]
ATP2B3,[1],[0.99999964]
MYLK,[1],[0.99999964]
TPO,[1],[0.99999964]
WNT3A,[1],[0.99999964]
NUP98,[1],[0.99999964]
DNAH3,[1],[0.99999964]
SMO,[1],[0.99999964]
UBE2S,[1],[0.99999964]
PCDHA5,[1],[0.99999964]
TSC1,[1],[0.99999964]
PSMD12,[1],[0.99999964]
CXCR4,[1],[0.99999964]
MITF,[1],[0.99999964]
TBL1XR1,[1],[0.99999964]
PDGFB,[1],[0.99999964]
POU2F1,[1],[0.99999964]
ITGA11,[1],[0.99999964]
WRN,[1],[0.99999964]
SPOP,[1],[0.99999964]
LTBR,[1],[0.9999995]
GRIA1,[1],[0.9999995]
CNR1,[1],[0.9999995]
CREB3L2,[1],[0.9999995]
DTX3,[1],[0.9999995]
KAT2B,[1],[0.9999995]
BMPR1A,[1],[0.9999995]
SHISA5,[1],[0.9999995]
EPHA8,[1],[0.9999995]
DSEL,[1],[0.9999995]
DNAH8,[1],[0.9999995]
IDO1,[1],[0.9999995]
FGF22,[1],[0.9999995]
IKZF3,[1],[0.9999995]
COL14A1,[1],[0.9999995]
INPPL1,[1],[0.9999995]
ABCB1,[1],[0.9999994]
PTEN,[1],[0.9999994]
ELK4,[1],[0.9999994]
GLI2,[1],[0.9999994]
COL12A1,[1],[0.9999994]
NR3C2,[1],[0.9999994]
PSMB3,[1],[0.9999994]
ROBO2,[1],[0.9999994]
EZR,[1],[0.9999994]
CRTAP,[1],[0.9999994]
PLCB3,[1],[0.9999994]
GRIA2,[1],[0.9999994]
PRKCD,[1],[0.9999994]
CACNA1D,[1],[0.9999993]
ITGB8,[1],[0.9999993]
CHD8,[1],[0.9999993]
MAML3,[1],[0.9999993]
GAPDH,[1],[0.9999993]
BTC,[1],[0.9999993]
ELF5,[1],[0.9999993]
TNIK,[1],[0.9999993]
FHL5,[1],[0.9999993]
SHH,[1],[0.9999993]
IRAK2,[1],[0.9999993]
MAPK3,[1],[0.9999993]
CDC42BPA,[1],[0.9999993]
PSMD1,[1],[0.9999993]
NRG2,[1],[0.9999993]
PIP5K1C,[1],[0.9999993]
AXIN1,[1],[0.9999993]
JAM3,[1],[0.9999993]
C8B,[1],[0.9999993]
TRIM33,[1],[0.9999993]
TAF12,[1],[0.99999917]
TBL1X,[1],[0.99999917]
DLG5,[1],[0.99999917]
ROCK2,[1],[0.99999917]
BRAP,[1],[0.99999917]
IRS2,[1],[0.99999917]
SNCA,[1],[0.99999917]
MYOD1,[1],[0.99999917]
CD3G,[1],[0.99999917]
NFIB,[1],[0.99999905]
EPHA4,[1],[0.99999905]
NRXN3,[1],[0.99999905]
PRICKLE1,[1],[0.99999905]
GNAI2,[1],[0.99999905]
E2F5,[1],[0.99999905]
WNT3,[1],[0.99999905]
CCR4,[1],[0.99999905]
CDON,[1],[0.99999905]
GRIN2A,[1],[0.99999905]
FRS2,[1],[0.9999989]
MIA3,[1],[0.9999989]
GCG,[1],[0.9999989]
KLK3,[1],[0.9999989]
ILK,[1],[0.9999989]
YES1,[1],[0.9999989]
IRS1,[1],[0.9999989]
WNT5B,[1],[0.9999989]
KMT2E,[1],[0.9999989]
CYP2A13,[1],[0.9999989]
TXNIP,[1],[0.9999988]
TFEB,[1],[0.9999988]
LIMD1,[1],[0.9999988]
MLH1,[1],[0.9999988]
LRRC4C,[1],[0.9999988]
EDN3,[1],[0.9999988]
HOXB1,[1],[0.9999988]
VIM,[1],[0.9999988]
PER2,[1],[0.9999988]
EPS15,[1],[0.9999988]
FLCN,[1],[0.9999988]
DOCK3,[1],[0.9999988]
CSF3,[1],[0.9999988]
EZH2,[1],[0.9999988]
PRKACB,[1],[0.9999988]
MAP2K3,[1],[0.9999988]
SH3KBP1,[1],[0.9999988]
DEFA1,[1],[0.9999988]
IL20RA,[1],[0.9999988]
TAF10,[1],[0.9999987]
INS,[1],[0.9999987]
UBE2C,[1],[0.9999987]
GRAP2,[1],[0.9999987]
PRKAG2,[1],[0.9999987]
NPR1,[1],[0.9999987]
GRIN2D,[1],[0.9999987]
CD48,[1],[0.9999987]
CYFIP2,[1],[0.9999987]
LRP2,[1],[0.9999987]
FGF2,[1],[0.9999987]
PAK4,[1],[0.9999987]
IGF1,[1],[0.9999987]
PLXNB1,[1],[0.9999987]
HIPK2,[1],[0.9999987]
ADRA2C,[1],[0.9999987]
SOS2,[1],[0.99999857]
PDE4B,[1],[0.99999857]
TLE1,[1],[0.99999857]
JUN,[1],[0.99999857]
CDK6,[1],[0.99999857]
MME,[1],[0.99999857]
HDAC8,[1],[0.99999857]
UST,[1],[0.99999845]
HIF3A,[1],[0.99999845]
KMT2D,[1],[0.99999845]
TNKS1BP1,[1],[0.99999845]
ITGA3,[1],[0.99999845]
EEF1A1,[1],[0.99999845]
PTPN3,[1],[0.99999833]
HBEGF,[1],[0.99999833]
LRRK2,[1],[0.99999833]
TCL1A,[1],[0.99999833]
NGF,[1],[0.99999833]
DRD4,[1],[0.99999833]
C3,[1],[0.99999833]
COL5A3,[1],[0.99999833]
VCAM1,[1],[0.99999833]
ITGB2,[1],[0.99999833]
ELF3,[1],[0.99999833]
SEC23A,[1],[0.99999833]
LMO1,[1],[0.99999833]
LCAT,[1],[0.99999833]
DNAH17,[1],[0.9999982]
CACNA1G,[1],[0.9999982]
EPHB4,[1],[0.9999982]
CD1D,[1],[0.9999982]
MYB,[1],[0.9999982]
DNAH10,[1],[0.9999982]
KCNK9,[1],[0.9999982]
HLA-DPA1,[1],[0.9999982]
BCL9,[1],[0.9999981]
SENP1,[1],[0.9999981]
LAMC3,[1],[0.9999981]
COL6A3,[1],[0.9999981]
FBXO17,[1],[0.9999981]
XIAP,[1],[0.9999981]
RBBP8,[1],[0.9999981]
IFT172,[1],[0.9999981]
AKT2,[1],[0.9999981]
EVC2,[1],[0.9999981]
FOXO1,[1],[0.9999981]
PSMB8,[1],[0.999998]
MYH8,[1],[0.999998]
EPHA7,[1],[0.999998]
LPP,[1],[0.999998]
PTPN1,[1],[0.999998]
ACTG1,[1],[0.999998]
TLL1,[1],[0.99999785]
ARHGAP32,[1],[0.99999785]
IL13,[1],[0.99999785]
FASN,[1],[0.99999785]
GRM3,[1],[0.99999785]
SEMA3A,[1],[0.99999785]
ITGB6,[1],[0.99999785]
PER1,[1],[0.99999785]
HMGA1,[1],[0.99999785]
HMGCS1,[1],[0.99999785]
TBCD,[1],[0.99999785]
GSTM2,[1],[0.99999785]
POT1,[1],[0.99999785]
SCG3,[1],[0.99999774]
GHRL,[1],[0.99999774]
GZMA,[1],[0.99999774]
TLR5,[1],[0.9999976]
SCNN1B,[1],[0.9999976]
COL5A1,[1],[0.9999976]
HGF,[1],[0.9999976]
THOC2,[1],[0.9999976]
LGR5,[1],[0.9999975]
MEN1,[1],[0.9999975]
CTTN,[1],[0.9999975]
NKD1,[1],[0.9999975]
CFTR,[1],[0.9999974]
PDS5A,[1],[0.9999974]
FGF16,[1],[0.9999974]
CBLB,[1],[0.9999974]
PRKAR2B,[1],[0.99999726]
DLX5,[1],[0.99999726]
RPS6KA3,[1],[0.99999714]
BCHE,[1],[0.99999714]
PPM1L,[1],[0.99999714]
MED23,[1],[0.99999714]
FGF19,[1],[0.999997]
ZAP70,[1],[0.999997]
NGEF,[1],[0.999997]
FSTL3,[1],[0.999997]
LEF1,[1],[0.999997]
EDN1,[1],[0.999997]
DNA2,[1],[0.999997]
GRIA4,[1],[0.999997]
DAXX,[1],[0.999997]
DOCK4,[1],[0.9999969]
RBL1,[1],[0.9999969]
PROC,[1],[0.9999969]
PPARG,[1],[0.9999969]
CLEC7A,[1],[0.9999968]
RECK,[1],[0.9999968]
HMGA2,[1],[0.9999968]
CTNNA2,[1],[0.9999968]
BDNF,[1],[0.9999968]
EVC,[1],[0.9999968]
FOXF1,[1],[0.9999968]
CDX2,[1],[0.99999666]
DYRK1A,[1],[0.99999666]
PIK3CB,[1],[0.99999666]
FGF10,[1],[0.99999666]
PSIP1,[1],[0.99999666]
PLCB2,[1],[0.99999666]
SFTPC,[1],[0.99999666]
GAB1,[1],[0.99999666]
TNFRSF18,[1],[0.99999654]
FOXO3,[1],[0.99999654]
PTPN4,[1],[0.99999654]
AMPH,[1],[0.99999654]
UBA6,[1],[0.9999964]
GTF2E1,[1],[0.9999964]
EFNB1,[1],[0.9999964]
CHMP2B,[1],[0.9999964]
CCND2,[1],[0.9999964]
FGF6,[1],[0.9999964]
TWIST1,[1],[0.9999964]
MUC5AC,[1],[0.9999963]
RAD51,[1],[0.9999963]
NFKB2,[1],[0.9999963]
MCM7,[1],[0.9999963]
SLIT2,[1],[0.9999962]
RGS7,[1],[0.9999962]
ERC1,[1],[0.9999962]
MLLT1,[1],[0.9999962]
SYVN1,[1],[0.9999962]
PML,[1],[0.99999607]
PPP1R3A,[1],[0.99999607]
CDK4,[1],[0.99999607]
PPP1R13B,[1],[0.99999607]
UBA1,[1],[0.99999595]
GRIN3A,[1],[0.99999595]
CALR,[1],[0.99999595]
WWTR1,[1],[0.99999595]
CCR2,[1],[0.99999595]
CTNND1,[1],[0.9999958]
PLXNB3,[1],[0.9999958]
CSNK2A2,[1],[0.9999958]
B3GAT1,[1],[0.9999958]
PF4,[1],[0.9999958]
AP2A2,[1],[0.9999957]
GOLGB1,[1],[0.9999957]
PBX1,[1],[0.9999957]
ACADL,[1],[0.9999957]
PPL,[1],[0.9999957]
EPHA1,[1],[0.9999957]
HLA-DQB2,[1],[0.9999956]
CACNB2,[1],[0.9999956]
PLN,[1],[0.9999956]
PCSK2,[1],[0.9999956]
FAS,[1],[0.9999956]
PPARGC1A,[1],[0.9999956]
STC2,[1],[0.9999956]
MMS19,[1],[0.9999956]
