Gene,Predicted Label,Probability
RAP2A,[1],[0.9979151]
CHRM3,[1],[0.99790823]
ETS1,[1],[0.99784696]
MMP13,[1],[0.9978157]
GRK2,[1],[0.9977763]
NOTCH3,[1],[0.9977582]
XRCC2,[1],[0.99772924]
RAD51AP1,[1],[0.9977291]
XRCC3,[1],[0.9977283]
RAD51B,[1],[0.9977272]
RAD51D,[1],[0.997727]
FGF7,[1],[0.9976864]
TBX3,[1],[0.99766123]
YAP1,[1],[0.9976452]
ADORA2A,[1],[0.99764305]
CD36,[1],[0.99764085]
PIK3R2,[1],[0.9975803]
SHC4,[1],[0.9975535]
HELZ2,[1],[0.9975101]
CYSLTR2,[1],[0.99747485]
RBPJ,[1],[0.99741983]
RAP1A,[1],[0.99741554]
ITGAD,[1],[0.99735415]
ITGAE,[1],[0.9973475]
PRKACA,[1],[0.99732494]
MYL10,[1],[0.99720806]
GAB2,[1],[0.9971155]
LAMB3,[1],[0.9971137]
IL2,[1],[0.99711347]
IL22,[1],[0.9971059]
BLK,[1],[0.9970893]
IL21,[1],[0.9970477]
LAMC2,[1],[0.9968867]
LAMA3,[1],[0.99688655]
RAD21,[1],[0.99688137]
FGF6,[1],[0.9968701]
SPRY2,[1],[0.99682224]
GDNF,[1],[0.9968143]
FAT4,[1],[0.9968071]
MAP3K7,[1],[0.9967913]
FGF4,[1],[0.9966118]
IL5,[1],[0.9966113]
FGF5,[1],[0.99658644]
TSLP,[1],[0.9965816]
KLB,[1],[0.9964533]
PIK3R3,[1],[0.9964127]
ITGAX,[1],[0.99636036]
THPO,[1],[0.99633884]
IGHV3-11,[1],[0.9963246]
VAV1,[1],[0.9962729]
LEP,[1],[0.9962424]
IL4,[1],[0.99624014]
EP300,[1],[0.99617827]
ARHGEF7,[1],[0.9961266]
ADAM17,[1],[0.9961118]
ARHGEF6,[1],[0.9960931]
NR2F2,[1],[0.99606675]
IKBKG,[1],[0.99604815]
NOTCH1,[1],[0.99602425]
WRN,[1],[0.9959628]
IKBKB,[1],[0.99595875]
RAP2B,[1],[0.9959111]
LAMB4,[1],[0.9959014]
LAMA4,[1],[0.99590117]
LAMC3,[1],[0.99590117]
LAMA2,[1],[0.9959008]
LAMA1,[1],[0.9959008]
PKN1,[1],[0.9958966]
FAM20C,[1],[0.9958924]
FAM20A,[1],[0.9958924]
SMC1A,[1],[0.9958067]
EGF,[1],[0.9957665]
FES,[1],[0.99576616]
TNC,[1],[0.99574786]
LAMB2,[1],[0.99570173]
LAMB1,[1],[0.9957016]
ANK1,[1],[0.99566334]
GEN1,[1],[0.9956119]
LAMA5,[1],[0.99560225]
PRL,[1],[0.9955937]
RXRG,[1],[0.99558747]
MMP7,[1],[0.99558]
DLL1,[1],[0.9955701]
PMS2,[1],[0.99556583]
RAP1B,[1],[0.99556303]
PDGFA,[1],[0.99555814]
MLH1,[1],[0.9955563]
FGF2,[1],[0.99543166]
LAMC1,[1],[0.9954216]
RAD51,[1],[0.9954201]
KITLG,[1],[0.99541855]
TNXB,[1],[0.99539375]
TNN,[1],[0.99539363]
TNR,[1],[0.99539256]
LIF,[1],[0.99529666]
MUS81,[1],[0.99524385]
PTCH1,[1],[0.99520314]
GNA11,[1],[0.9951591]
SMC3,[1],[0.9951245]
IKZF1,[1],[0.9951096]
PTCH2,[1],[0.9950859]
PGF,[1],[0.99503905]
MYH10,[1],[0.9949332]
MYH14,[1],[0.9949326]
TGFA,[1],[0.99477404]
STAT4,[1],[0.9947535]
UBE2I,[1],[0.9946965]
RAPGEF1,[1],[0.9946943]
JAK3,[1],[0.9946891]
CCNA1,[1],[0.9946791]
RARA,[1],[0.9946668]
IL7,[1],[0.9946467]
OSM,[1],[0.9946089]
VTN,[1],[0.9944931]
FGF3,[1],[0.994478]
LMOD1,[1],[0.99447554]
SORBS3,[1],[0.99447507]
EPHX1,[1],[0.9943749]
ITGAM,[1],[0.9943452]
IL9,[1],[0.99434483]
VAV3,[1],[0.99427634]
PTGER2,[1],[0.9942497]
RELN,[1],[0.9942001]
SUMO1,[1],[0.9941702]
CTNNA1,[1],[0.9941347]
FGF23,[1],[0.99407625]
STAG1,[1],[0.9940275]
HHIP,[1],[0.993934]
CEBPB,[1],[0.9938247]
PAG1,[1],[0.9938221]
RHOQ,[1],[0.9938075]
IL3,[1],[0.9938066]
PRKACB,[1],[0.9937064]
ROCK1,[1],[0.9937051]
BCL6,[1],[0.9935806]
MYL2,[1],[0.99342865]
EME1,[1],[0.99336535]
CLTA,[1],[0.99333304]
CLTB,[1],[0.9933329]
STAG2,[1],[0.9932312]
HIF3A,[1],[0.99312055]
TGS1,[1],[0.99308914]
CXCR4,[1],[0.9930154]
PDGFD,[1],[0.99298626]
PRKACG,[1],[0.9929345]
HMGA1,[1],[0.9927892]
SMARCD3,[1],[0.9927878]
PDGFC,[1],[0.992774]
MMP8,[1],[0.99258775]
RAD51C,[1],[0.9924965]
SERPING1,[1],[0.99245596]
C2,[1],[0.99243635]
SORBS1,[1],[0.99240595]
RUFY1,[1],[0.9923598]
NCOR1,[1],[0.992316]
MAML3,[1],[0.9921334]
NR1H3,[1],[0.9920993]
CALD1,[1],[0.9919979]
GFRA1,[1],[0.99191403]
IL17F,[1],[0.9917167]
IL17A,[1],[0.99162114]
EPAS1,[1],[0.9916128]
SOS2,[1],[0.9915987]
PTP4A3,[1],[0.9915031]
FGF22,[1],[0.9913396]
FGF20,[1],[0.99130464]
AHR,[1],[0.99126]
MAML2,[1],[0.99120086]
MAML1,[1],[0.99119836]
MMP28,[1],[0.9910953]
MMP23B,[1],[0.99109507]
MMP21,[1],[0.9910948]
GAS1,[1],[0.99082]
IL23A,[1],[0.9907381]
UBE2V1,[1],[0.9906865]
C4A,[1],[0.9905566]
C4B,[1],[0.9905516]
GNG2,[1],[0.9904715]
SPRY4,[1],[0.9904632]
CCR6,[1],[0.990448]
CCR10,[1],[0.9904479]
CCR5,[1],[0.9904479]
CCR2,[1],[0.9904479]
CCR1,[1],[0.99044776]
CCR3,[1],[0.99044776]
CCR7,[1],[0.99044776]
CCR4,[1],[0.99044776]
CCR9,[1],[0.99044764]
CCR8,[1],[0.9904475]
PRKD1,[1],[0.99042994]
WNT1,[1],[0.9898185]
CDON,[1],[0.98979247]
PTH,[1],[0.98977286]
TGFB1,[1],[0.9896994]
GATA3,[1],[0.98956585]
VAV2,[1],[0.9893796]
CX3CR1,[1],[0.989284]
SHH,[1],[0.9891944]
RPA3,[1],[0.9891862]
HDAC1,[1],[0.98912746]
ITPR2,[1],[0.98903465]
ITPR3,[1],[0.98903453]
ADAMTS2,[1],[0.9888812]
IL12A,[1],[0.9887518]
FRMD1,[1],[0.98871046]
FRMD6,[1],[0.98869914]
SP1,[1],[0.9885385]
PAK1,[1],[0.9884116]
MYBL2,[1],[0.9882946]
DNMT3B,[1],[0.9882526]
CD47,[1],[0.9882395]
ROCK2,[1],[0.9882356]
FRZB,[1],[0.9881363]
TXN,[1],[0.98804957]
KCNJ5,[1],[0.9880306]
KCNJ9,[1],[0.9880306]
KCNJ6,[1],[0.9880306]
XIAP,[1],[0.98802865]
NFKB2,[1],[0.98796207]
GAD1,[1],[0.98795646]
HSP90AA1,[1],[0.9879358]
ESCO2,[1],[0.9878241]
CTNND1,[1],[0.98777276]
CRTAP,[1],[0.98767763]
P3H1,[1],[0.98767763]
NR3C1,[1],[0.98763216]
MMP19,[1],[0.98759884]
MMP20,[1],[0.9875973]
MAP3K1,[1],[0.9873669]
HDAC3,[1],[0.98735654]
PCM1,[1],[0.98731136]
ITPR1,[1],[0.9872957]
MMP16,[1],[0.9872623]
ADAM12,[1],[0.9872171]
IL24,[1],[0.9871978]
GNA14,[1],[0.98685765]
MMP12,[1],[0.98681587]
ITGAL,[1],[0.9867791]
MMP1,[1],[0.9867731]
MYLK,[1],[0.98675287]
IL13,[1],[0.9866883]
IL12B,[1],[0.9866166]
CALR,[1],[0.98660105]
GNA15,[1],[0.9865898]
SOCS1,[1],[0.98654836]
PLCG1,[1],[0.986541]
SDC1,[1],[0.986329]
SEM1,[1],[0.9862592]
UBE2D2,[1],[0.98614186]
MMP24,[1],[0.986139]
MMP25,[1],[0.9861385]
ITGB2,[1],[0.98606294]
JUP,[1],[0.9860546]
MSH2,[1],[0.9859752]
PPIB,[1],[0.98586094]
NTF4,[1],[0.9858305]
NCOR2,[1],[0.9857739]
ARHGEF10,[1],[0.9856997]
PTPN1,[1],[0.98569113]
BDNF,[1],[0.9856893]
PLCG2,[1],[0.98555124]
EGR1,[1],[0.9854789]
TPM1,[1],[0.9854777]
TPM4,[1],[0.98547757]
TPM2,[1],[0.9854774]
TPM3,[1],[0.9854774]
SMAD3,[1],[0.98543996]
KCNJ3,[1],[0.9854306]
MTF1,[1],[0.98541903]
NOTCH2,[1],[0.9853676]
ERCC1,[1],[0.9853291]
ERCC4,[1],[0.98532826]
EFNA1,[1],[0.98532397]
PRKD2,[1],[0.98529714]
PRKD3,[1],[0.98529714]
SNAP23,[1],[0.9851206]
NR1H4,[1],[0.9849074]
C1S,[1],[0.9847327]
C1R,[1],[0.98468333]
SMAD2,[1],[0.9845813]
UBE2D3,[1],[0.9843896]
NR5A1,[1],[0.98411775]
ADH1B,[1],[0.98397696]
ACTR2,[1],[0.98383373]
NOTCH4,[1],[0.9836812]
CSK,[1],[0.9835999]
NR1D1,[1],[0.98356044]
EML4,[1],[0.98338807]
GATA1,[1],[0.9833589]
EPHA4,[1],[0.9831603]
EPHA3,[1],[0.98315454]
SDC4,[1],[0.98314065]
NFATC1,[1],[0.98311275]
GSTK1,[1],[0.98280936]
HPGDS,[1],[0.98280936]
CD79B,[1],[0.98277986]
PPP1R12B,[1],[0.9826135]
ADRB3,[1],[0.9824929]
IL10,[1],[0.9822796]
PALB2,[1],[0.98213804]
TNFAIP8,[1],[0.98192066]
EPHA1,[1],[0.98177135]
TAL1,[1],[0.9816793]
NTF3,[1],[0.98154414]
GSTM4,[1],[0.98127985]
GSTA5,[1],[0.98127985]
MGST3,[1],[0.98127985]
GSTA2,[1],[0.98127985]
GSTM2,[1],[0.98127985]
GSTA4,[1],[0.98127985]
MGST2,[1],[0.98127985]
GSTA3,[1],[0.98127985]
MGST1,[1],[0.98127985]
GSTO2,[1],[0.98127985]
GSTA1,[1],[0.98127985]
GSTO1,[1],[0.98127985]
GSTT2B,[1],[0.98127985]
GSTM3,[1],[0.98127985]
GSTM1,[1],[0.98127985]
GSTP1,[1],[0.98127985]
GSTM5,[1],[0.98127985]
LMO1,[1],[0.98114496]
GATA2,[1],[0.9810488]
LMO2,[1],[0.9810487]
NCK1,[1],[0.98095804]
MAPK8,[1],[0.98082066]
IRAK3,[1],[0.9807078]
NRG1,[1],[0.9805818]
CDH1,[1],[0.98037374]
MAX,[1],[0.9803175]
PAX8,[1],[0.9802335]
CTNND2,[1],[0.9800844]
IRS2,[1],[0.9800378]
PTPN2,[1],[0.97984123]
FGF18,[1],[0.9796957]
UBE2N,[1],[0.9795498]
PKIA,[1],[0.97932976]
CDK6,[1],[0.9791459]
RHOJ,[1],[0.9791189]
PSMD10,[1],[0.9790887]
PSMD5,[1],[0.9790887]
PSMF1,[1],[0.9790887]
PSMB8,[1],[0.9790887]
PSMB9,[1],[0.9790887]
FGF19,[1],[0.97907066]
PSME3,[1],[0.9790692]
BCL10,[1],[0.97900563]
GPS2,[1],[0.9789844]
KAT5,[1],[0.9788072]
RPA1,[1],[0.9787203]
MED1,[1],[0.9786629]
IGF2,[1],[0.978574]
PSME2,[1],[0.97852325]
PSME1,[1],[0.97852325]
PSMB10,[1],[0.9785195]
COL11A2,[1],[0.97848743]
COL5A3,[1],[0.9784831]
COL11A1,[1],[0.9784761]
COL5A1,[1],[0.9784759]
IL19,[1],[0.97846335]
IL17D,[1],[0.97846335]
IL20,[1],[0.97846335]
COL5A2,[1],[0.9784469]
COL3A1,[1],[0.97842145]
PSMB2,[1],[0.9783513]
PSMC3,[1],[0.9783513]
PSMB4,[1],[0.9783513]
PSMB5,[1],[0.9783513]
PSMC6,[1],[0.9783513]
PSMC2,[1],[0.9783513]
PSMB6,[1],[0.9783513]
PSMD14,[1],[0.9783513]
PSMD13,[1],[0.9783513]
PSMC4,[1],[0.9783513]
PSMD6,[1],[0.9783513]
PSMD3,[1],[0.9783513]
PSMD9,[1],[0.9783513]
PSMC5,[1],[0.9783513]
PSMD4,[1],[0.9783513]
PSMD1,[1],[0.9783513]
PSMD7,[1],[0.9783513]
PSMD8,[1],[0.9783513]
PSMD11,[1],[0.9783513]
PSMC1,[1],[0.9783513]
PSMD12,[1],[0.9783513]
PSMD2,[1],[0.9783513]
PAK2,[1],[0.978315]
WNT10B,[1],[0.9780642]
H2AX,[1],[0.9780229]
IL15,[1],[0.97793466]
PSMA1,[1],[0.9777924]
PSMB3,[1],[0.9777924]
PSMB1,[1],[0.9777924]
PSMA2,[1],[0.9777924]
PSMB7,[1],[0.9777924]
PSMA6,[1],[0.9777924]
PSMA7,[1],[0.9777924]
PSMA4,[1],[0.9777924]
PSMA3,[1],[0.9777924]
PSMA5,[1],[0.9777924]
SIGIRR,[1],[0.9775327]
ACTBL2,[1],[0.9775009]
PRC1,[1],[0.97715765]
NFATC2,[1],[0.9770718]
ACTA1,[1],[0.97701937]
DNAJC27,[1],[0.9768668]
LCN2,[1],[0.976768]
MAPK9,[1],[0.97668433]
PTPRB,[1],[0.97654736]
WWC1,[1],[0.97653496]
USP1,[1],[0.97645676]
WDR48,[1],[0.9764508]
COL17A1,[1],[0.9763727]
RBPJL,[1],[0.97634196]
CXCR2,[1],[0.9762439]
CXCR1,[1],[0.9762439]
NR1H2,[1],[0.97616947]
MAP2K1,[1],[0.9760548]
SMAD4,[1],[0.97600937]
COL24A1,[1],[0.97533584]
COL27A1,[1],[0.9753356]
DOK1,[1],[0.9751475]
FOSL1,[1],[0.97511125]
CDH2,[1],[0.97489244]
BMX,[1],[0.97486466]
RPA2,[1],[0.97484505]
DOK2,[1],[0.97474074]
C1QC,[1],[0.9745341]
BAMBI,[1],[0.974239]
ARHGEF10L,[1],[0.97373]
WDR5B,[1],[0.9732791]
E2F1,[1],[0.9731226]
EPHA6,[1],[0.9731003]
EPHA5,[1],[0.9730934]
ANGPT2,[1],[0.9730848]
GLI2,[1],[0.9730661]
EPHA7,[1],[0.97305775]
PPP1R12A,[1],[0.972971]
MAPK10,[1],[0.9729574]
RUNX1,[1],[0.97293514]
MMP15,[1],[0.9728706]
PSMB11,[1],[0.97273636]
PSME4,[1],[0.97273636]
DNMT1,[1],[0.9726802]
MMP14,[1],[0.97258705]
MYLK3,[1],[0.97247237]
MYLK2,[1],[0.9724645]
MYLK4,[1],[0.9724576]
F7,[1],[0.97213036]
CD44,[1],[0.97208774]
GTF2A1,[1],[0.97194505]
FGF17,[1],[0.9718553]
CD79A,[1],[0.9717884]
PRKAA1,[1],[0.970721]
FLT3LG,[1],[0.9704841]
TPO,[1],[0.9703461]
EPHA8,[1],[0.97032434]
CXCR5,[1],[0.9698108]
CXCR6,[1],[0.96981066]
LRIG1,[1],[0.96961784]
EDN1,[1],[0.9695612]
PSMA8,[1],[0.969494]
BTK,[1],[0.9692928]
SH3KBP1,[1],[0.968825]
GLDC,[1],[0.9687209]
MAFB,[1],[0.96865237]
GRB7,[1],[0.9680581]
CXCR3,[1],[0.96804225]
MTOR,[1],[0.9679797]
WAPL,[1],[0.9678573]
PRKAA2,[1],[0.9678555]
PDS5A,[1],[0.96784794]
PDS5B,[1],[0.96784335]
CP,[1],[0.9675011]
TNF,[1],[0.96738565]
CDH3,[1],[0.9673652]
COL1A1,[1],[0.9671879]
COL2A1,[1],[0.96718407]
COL1A2,[1],[0.9671629]
NFATC3,[1],[0.9669233]
LDB1,[1],[0.9668374]
CBLC,[1],[0.96658415]
RGS1,[1],[0.9662439]
KMT2D,[1],[0.966093]
LGR5,[1],[0.96583986]
CHM,[1],[0.9654567]
CHML,[1],[0.9654567]
GDI2,[1],[0.9654567]
GNAZ,[1],[0.9653736]
STAT2,[1],[0.9651509]
BTC,[1],[0.9649293]
CBL,[1],[0.9647409]
PTPRK,[1],[0.96459764]
HBEGF,[1],[0.9644447]
VCL,[1],[0.9640147]
CREB3L1,[1],[0.96384245]
CREB5,[1],[0.96384233]
CREB3L4,[1],[0.9638421]
CREB3L3,[1],[0.9638408]
CREB3L2,[1],[0.96384054]
CREB3,[1],[0.963839]
GDI1,[1],[0.96333796]
RHBDF2,[1],[0.9633095]
CYP11B1,[1],[0.96325696]
PLG,[1],[0.96318805]
CD163,[1],[0.9631411]
MYB,[1],[0.9631279]
ASH2L,[1],[0.96296394]
ZAP70,[1],[0.9628522]
NTRK2,[1],[0.9627001]
BCR,[1],[0.9625642]
EIF1AX,[1],[0.9622316]
STIL,[1],[0.96187687]
NPY,[1],[0.9615439]
TCF12,[1],[0.9615395]
TG,[1],[0.9613722]
DLGAP5,[1],[0.9611538]
TRAF2,[1],[0.9608176]
LCP2,[1],[0.96081394]
E2F2,[1],[0.96080446]
E2F3,[1],[0.9608026]
RIPK1,[1],[0.9605943]
GIT1,[1],[0.96028095]
LATS1,[1],[0.9602392]
TRADD,[1],[0.9601889]
FGF16,[1],[0.95985407]
C9,[1],[0.95949405]
CREB1,[1],[0.95928186]
SRF,[1],[0.95927656]
NFKBIA,[1],[0.95926166]
ARHGAP39,[1],[0.95849705]
TFPI,[1],[0.95833707]
BCL2,[1],[0.95791817]
PRKAB1,[1],[0.95776993]
