Gene,Predicted Label,Probability
RAC1,[1],[0.9464137]
SOX3,[1],[0.94621485]
CDX2,[1],[0.9461208]
ESR1,[1],[0.9461162]
MAPK9,[1],[0.94597197]
USP1,[1],[0.94552743]
MUC1,[1],[0.9453537]
SALL4,[1],[0.94532263]
RAP1A,[1],[0.9449837]
DCLRE1A,[1],[0.94475424]
DNMT3A,[1],[0.94412804]
LMO2,[1],[0.94410616]
RUNX3,[1],[0.9436876]
PAK2,[1],[0.9435083]
ABL1,[1],[0.9429615]
ASPH,[1],[0.9428127]
CREM,[1],[0.94274265]
FAN1,[1],[0.94266945]
MEF2A,[1],[0.9423204]
CLSPN,[1],[0.94189084]
PLCG1,[1],[0.9418027]
AKR1A1,[1],[0.94162536]
PTGDS,[1],[0.9413817]
NCK1,[1],[0.9411488]
DUSP2,[1],[0.94074214]
SHMT1,[1],[0.9406511]
CEBPB,[1],[0.9404524]
TSSK4,[1],[0.9402938]
LRP5,[1],[0.93993735]
CTCF,[1],[0.93964]
RYR1,[1],[0.9396055]
EPHA2,[1],[0.9395282]
ACVR1,[1],[0.9394908]
CYP1A2,[1],[0.9394813]
MYOD1,[1],[0.93863857]
FANCA,[1],[0.9380306]
RASAL2,[1],[0.93802035]
OBSL1,[1],[0.9379121]
CYP2C18,[1],[0.93745834]
GSTA2,[1],[0.937293]
GEN1,[1],[0.9372805]
YWHAQ,[1],[0.9371692]
CD3G,[1],[0.93678135]
SERPINF1,[1],[0.9363593]
FASLG,[1],[0.93628216]
MEN1,[1],[0.93558234]
FANCB,[1],[0.93531394]
LIAS,[1],[0.9352675]
PDGFB,[1],[0.9351907]
BRD7,[1],[0.93500376]
SHMT2,[1],[0.9349678]
MAP3K1,[1],[0.9347906]
MYF6,[1],[0.93458015]
VLDLR,[1],[0.93457514]
UGT1A6,[1],[0.93366224]
CDH2,[1],[0.9330961]
PER2,[1],[0.9328046]
PAK1,[1],[0.93227947]
BRCA2,[1],[0.931633]
TLR4,[1],[0.9313276]
CTNND1,[1],[0.93127114]
NEUROD1,[1],[0.9311135]
PRR5,[1],[0.93105924]
EPHA5,[1],[0.9309143]
NGEF,[1],[0.9304375]
FANCC,[1],[0.93036985]
CANT1,[1],[0.9297774]
GRB7,[1],[0.9294679]
CSNK1A1,[1],[0.92900926]
ACER3,[1],[0.92884886]
HBP1,[1],[0.9287947]
FCER1G,[1],[0.9286336]
ITGA1,[1],[0.92859346]
MAP2K7,[1],[0.9278315]
BTK,[1],[0.92773557]
PML,[1],[0.92736334]
LRP6,[1],[0.9273411]
DAB1,[1],[0.92715776]
CTNNB1,[1],[0.9271542]
CDKN2B,[1],[0.9270854]
TERT,[1],[0.92701215]
POLE,[1],[0.9268454]
CSRP3,[1],[0.92668515]
RSPO4,[1],[0.9266463]
CREB1,[1],[0.9265869]
CHUK,[1],[0.9265524]
ADH1C,[1],[0.92653203]
CDK2,[1],[0.9260691]
TRAF2,[1],[0.9257435]
PITX2,[1],[0.9249608]
DPF1,[1],[0.9247976]
TJP2,[1],[0.9247803]
MEIS1,[1],[0.92463106]
NR3C1,[1],[0.9246121]
PTK2B,[1],[0.92433923]
PAXIP1,[1],[0.92406607]
LIPT2,[1],[0.92391694]
MYH1,[1],[0.9238592]
EFNA5,[1],[0.9232193]
BRCA1,[1],[0.9231743]
METTL14,[1],[0.92300296]
ESPN,[1],[0.922976]
HLA-DRB1,[1],[0.92294854]
ERCC4,[1],[0.92291003]
YWHAH,[1],[0.92262924]
CDKN1A,[1],[0.92215073]
RABGEF1,[1],[0.92193824]
PARP1,[1],[0.92162156]
POLD4,[1],[0.921587]
NGF,[1],[0.92142045]
SFN,[1],[0.9213654]
PORCN,[1],[0.9212373]
CBR4,[1],[0.92111516]
MUC5AC,[1],[0.92082345]
PAX2,[1],[0.9206241]
SETD1B,[1],[0.9200315]
HMGA1,[1],[0.91924614]
MAML3,[1],[0.9191533]
BCL7A,[1],[0.9191319]
POLK,[1],[0.91898024]
FAS,[1],[0.9187186]
NDUFS3,[1],[0.91866654]
HDAC7,[1],[0.9185467]
PRKCB,[1],[0.91837317]
FZD6,[1],[0.91779184]
MAX,[1],[0.9176929]
DLX3,[1],[0.91751575]
E2F1,[1],[0.9175012]
DCLRE1B,[1],[0.9166076]
FBLIM1,[1],[0.9165659]
TNRC6A,[1],[0.91648155]
RFC5,[1],[0.91615367]
BID,[1],[0.91607124]
THBS1,[1],[0.91606504]
COMT,[1],[0.9160506]
NFATC2,[1],[0.91589]
SP1,[1],[0.91564965]
DVL3,[1],[0.9156232]
PAK3,[1],[0.9154391]
GCDH,[1],[0.9150757]
RXRG,[1],[0.9149668]
SHC3,[1],[0.91484576]
CRYBB2,[1],[0.914674]
CYP2S1,[1],[0.9143065]
A1BG,[1],[0.9141136]
RELN,[1],[0.91387695]
DVL2,[1],[0.9131884]
HLA-DRA,[1],[0.9124717]
CEBPA,[1],[0.91212463]
RPA1,[1],[0.91191065]
DUSP4,[1],[0.91187865]
BIRC3,[1],[0.91180015]
METTL3,[1],[0.9116782]
IL17A,[1],[0.9114537]
ZNF462,[1],[0.9113751]
KAT6B,[1],[0.91131866]
FN1,[1],[0.91092074]
PAX5,[1],[0.91079503]
FZD5,[1],[0.9107569]
ITGAE,[1],[0.91072094]
FANCI,[1],[0.91069376]
APOBEC1,[1],[0.91065246]
ME1,[1],[0.9105792]
MAPK13,[1],[0.91040784]
FOXP3,[1],[0.91028917]
RASAL1,[1],[0.91013896]
PAG1,[1],[0.90994895]
YY1,[1],[0.9097229]
GJD2,[1],[0.9095325]
RMI2,[1],[0.909523]
TRADD,[1],[0.90919024]
SULT1E1,[1],[0.9089964]
EGF,[1],[0.9087129]
HEY1,[1],[0.908522]
ERBB2,[1],[0.9079806]
FXYD2,[1],[0.907908]
HES1,[1],[0.90762824]
DUSP9,[1],[0.9073216]
TICAM1,[1],[0.9066436]
SSBP4,[1],[0.90640754]
TDRD3,[1],[0.90631855]
RAF1,[1],[0.90591]
RIPK3,[1],[0.90551555]
FLNC,[1],[0.90540206]
DCLRE1C,[1],[0.9048631]
NBN,[1],[0.90458816]
ITGB5,[1],[0.90444833]
KDM1A,[1],[0.90392613]
CYP51A1,[1],[0.9035542]
RAD51,[1],[0.9035287]
HDAC2,[1],[0.90311986]
THRA,[1],[0.903039]
MAP3K7,[1],[0.9028496]
ATR,[1],[0.90230995]
DNM1,[1],[0.9018932]
RAD52,[1],[0.9015206]
SMARCB1,[1],[0.9013364]
LHX2,[1],[0.90129447]
TTI2,[1],[0.9008301]
FGF22,[1],[0.9003249]
FADD,[1],[0.9001725]
HSD11B2,[1],[0.90008533]
CECR2,[1],[0.90004843]
GSTA5,[1],[0.90002275]
BCL7B,[1],[0.8999457]
MYL5,[1],[0.89977205]
CD40LG,[1],[0.89976645]
ACTA1,[1],[0.8995697]
EPO,[1],[0.89912385]
INPPL1,[1],[0.8989077]
VEGFC,[1],[0.8986757]
POLD1,[1],[0.89828736]
YWHAZ,[1],[0.8982853]
CBFA2T3,[1],[0.89824116]
GCSH,[1],[0.898122]
MAFB,[1],[0.89798015]
KPNA4,[1],[0.89789]
FANCD2,[1],[0.8978812]
MOCS1,[1],[0.897559]
NDUFB9,[1],[0.897492]
ITGB7,[1],[0.89725524]
TNFRSF10B,[1],[0.8972368]
ARID1A,[1],[0.8972253]
FGF18,[1],[0.89721704]
LCE1B,[1],[0.8970921]
RAG1,[1],[0.8969074]
MYL6B,[1],[0.8968442]
HOXA1,[1],[0.89624256]
MAP2K4,[1],[0.89621925]
AKR1C3,[1],[0.8951965]
SETD1A,[1],[0.89506793]
HOXB2,[1],[0.8948362]
GSTP1,[1],[0.89465964]
ID1,[1],[0.8943585]
BCL11A,[1],[0.8937819]
CYP2B6,[1],[0.893629]
