Gene,Predicted Label,Probability
PIN1,[1],[0.9999999]
NOTCH4,[1],[0.9999999]
LEF1,[1],[0.9999999]
EIF4A2,[1],[0.9999999]
EPHA3,[1],[0.9999999]
GNG2,[1],[0.9999999]
F2,[1],[0.9999999]
EPHA7,[1],[0.9999999]
NR2F2,[1],[0.9999999]
PROS1,[1],[0.9999999]
IL20,[1],[0.9999999]
ITGB5,[1],[0.9999999]
FAM20C,[1],[0.9999999]
SMARCB1,[1],[0.9999999]
PRNP,[1],[0.9999999]
PGR,[1],[0.9999999]
IL19,[1],[0.9999999]
SLX1A,[1],[0.9999999]
PML,[1],[0.9999999]
RASGRP2,[1],[0.9999999]
NR1D1,[1],[0.9999999]
COL12A1,[1],[0.9999999]
IRAK1,[1],[0.9999999]
PRKACB,[1],[0.9999999]
RALGDS,[1],[0.9999999]
TP53BP1,[1],[0.9999999]
GSK3B,[1],[0.9999999]
HERC2,[1],[0.9999999]
COL7A1,[1],[0.9999999]
TLR5,[1],[0.9999999]
MAP2K6,[1],[0.9999999]
PIAS3,[1],[0.9999999]
NRXN3,[1],[0.9999999]
SERPING1,[1],[0.9999999]
FRMD6,[1],[0.9999999]
PLK3,[1],[0.9999999]
VCAN,[1],[0.9999999]
DNAH8,[1],[0.9999999]
FRMD1,[1],[0.9999999]
RAN,[1],[0.9999999]
IL33,[1],[0.9999999]
FRAS1,[1],[0.9999999]
RPA2,[1],[0.9999999]
CHD4,[1],[0.9999999]
KEAP1,[1],[0.9999999]
RPS6KB1,[1],[0.9999999]
PDGFA,[1],[0.99999976]
HLA-DRA,[1],[0.99999976]
RAB3GAP1,[1],[0.99999976]
PCDHA9,[1],[0.99999976]
RAP1A,[1],[0.99999976]
IFT57,[1],[0.99999976]
YWHAZ,[1],[0.99999976]
RXRG,[1],[0.99999976]
PAK4,[1],[0.99999976]
ULK1,[1],[0.99999976]
MAPK8,[1],[0.99999976]
HSPA8,[1],[0.99999976]
ITPR1,[1],[0.99999976]
TPR,[1],[0.99999976]
CYC1,[1],[0.99999976]
U2AF2,[1],[0.99999976]
CACNA1D,[1],[0.99999976]
GRK5,[1],[0.99999976]
NPPA,[1],[0.99999964]
MAML1,[1],[0.99999964]
GHRL,[1],[0.99999964]
MYD88,[1],[0.99999964]
IL17D,[1],[0.99999964]
PCDHB6,[1],[0.99999964]
RMI1,[1],[0.99999964]
ATR,[1],[0.99999964]
NGEF,[1],[0.99999964]
PSENEN,[1],[0.99999964]
MMP14,[1],[0.99999964]
PPP3R2,[1],[0.9999995]
TNFRSF1B,[1],[0.9999995]
EGF,[1],[0.9999995]
VPS28,[1],[0.9999995]
TBX3,[1],[0.9999995]
PIAS1,[1],[0.9999995]
SMAD7,[1],[0.9999995]
PAK2,[1],[0.9999995]
CLTCL1,[1],[0.9999995]
ITGB4,[1],[0.9999995]
ACAN,[1],[0.9999995]
GRK6,[1],[0.9999995]
IQGAP1,[1],[0.9999995]
GPC5,[1],[0.9999995]
STXBP1,[1],[0.9999994]
PTPN3,[1],[0.9999994]
RASAL2,[1],[0.9999994]
PCOLCE,[1],[0.9999994]
RPA1,[1],[0.9999994]
POU2F1,[1],[0.9999994]
ITGA9,[1],[0.9999994]
SGMS1,[1],[0.9999994]
MYLPF,[1],[0.9999994]
POLD1,[1],[0.9999994]
IGF1R,[1],[0.9999993]
KIF5B,[1],[0.9999993]
PRKCE,[1],[0.9999993]
LRIG1,[1],[0.9999993]
PPP2R5A,[1],[0.9999993]
FLCN,[1],[0.9999993]
NFKBIA,[1],[0.9999993]
EPHX1,[1],[0.99999917]
P4HA3,[1],[0.99999917]
PRKCG,[1],[0.99999917]
GNA12,[1],[0.99999905]
PPP1CB,[1],[0.99999905]
FGFR4,[1],[0.99999905]
PCNA,[1],[0.99999905]
PTPRZ1,[1],[0.99999905]
FNIP2,[1],[0.99999905]
UBE3A,[1],[0.99999905]
SNAI1,[1],[0.9999989]
CAV1,[1],[0.9999989]
FASLG,[1],[0.9999989]
PLXNA4,[1],[0.9999989]
MYB,[1],[0.9999988]
IL6R,[1],[0.9999988]
ETS1,[1],[0.9999988]
MYO1C,[1],[0.9999988]
EPHA5,[1],[0.9999987]
IL15,[1],[0.9999987]
CCND1,[1],[0.9999987]
THRB,[1],[0.9999987]
OGT,[1],[0.99999857]
MAPK3,[1],[0.99999857]
MS4A2,[1],[0.99999857]
ESR1,[1],[0.99999857]
RBBP6,[1],[0.99999857]
COL5A3,[1],[0.99999857]
PPP1CC,[1],[0.99999857]
C4B,[1],[0.99999857]
SCN1A,[1],[0.99999845]
NF1,[1],[0.99999845]
ATRX,[1],[0.99999845]
PCSK1,[1],[0.99999845]
TNFRSF10D,[1],[0.99999845]
RAD17,[1],[0.99999833]
BRCA1,[1],[0.99999833]
PPP3R1,[1],[0.99999833]
RPA3,[1],[0.99999833]
FOXO4,[1],[0.9999982]
MYL6,[1],[0.9999982]
NRG2,[1],[0.9999982]
EGR2,[1],[0.9999981]
VWF,[1],[0.9999981]
FOXO1,[1],[0.9999981]
HLA-A,[1],[0.9999981]
A1CF,[1],[0.999998]
ITGA10,[1],[0.999998]
FLT4,[1],[0.999998]
PTPRK,[1],[0.99999785]
FNBP1,[1],[0.99999785]
DDIT3,[1],[0.99999785]
KIT,[1],[0.99999774]
NFIB,[1],[0.99999774]
TIAM1,[1],[0.9999976]
GRK7,[1],[0.9999976]
EIF4B,[1],[0.9999975]
DYNC1H1,[1],[0.9999975]
GLP1R,[1],[0.9999974]
GYS1,[1],[0.9999974]
COL14A1,[1],[0.9999974]
C1R,[1],[0.9999974]
FRS2,[1],[0.99999714]
SNAP25,[1],[0.99999714]
COL4A5,[1],[0.999997]
PTPRA,[1],[0.999997]
RBBP8,[1],[0.9999969]
C1QC,[1],[0.9999969]
RUNX1T1,[1],[0.9999969]
COL5A1,[1],[0.9999969]
ITGB3,[1],[0.9999968]
E2F1,[1],[0.9999968]
PSEN2,[1],[0.9999968]
CALCRL,[1],[0.99999666]
PCNT,[1],[0.99999654]
FAS,[1],[0.9999964]
PTGS2,[1],[0.9999964]
TNXB,[1],[0.9999963]
RAD51C,[1],[0.9999962]
MYL7,[1],[0.9999962]
AKT3,[1],[0.9999962]
STRADB,[1],[0.99999607]
STRADA,[1],[0.99999607]
PDE12,[1],[0.99999595]
MAP2,[1],[0.99999595]
KLKB1,[1],[0.99999595]
NLRC4,[1],[0.9999957]
NACA,[1],[0.9999956]
DNAH1,[1],[0.9999956]
RBPJL,[1],[0.99999535]
CACNA1C,[1],[0.99999523]
MAP3K7,[1],[0.9999951]
RARG,[1],[0.9999951]
SGK1,[1],[0.999995]
SPTBN1,[1],[0.999995]
PCF11,[1],[0.999995]
IRS4,[1],[0.999995]
HLA-DPA1,[1],[0.9999949]
MAX,[1],[0.9999949]
PKN1,[1],[0.99999475]
VPS37B,[1],[0.9999944]
KLB,[1],[0.9999944]
BMPR1A,[1],[0.99999404]
TFAP2A,[1],[0.9999939]
CXCR1,[1],[0.9999939]
MAP2K7,[1],[0.9999939]
HGF,[1],[0.9999938]
MLKL,[1],[0.9999938]
MYL2,[1],[0.99999356]
BMPR2,[1],[0.99999344]
INSRR,[1],[0.9999933]
ABCB1,[1],[0.9999933]
MMP12,[1],[0.9999933]
AR,[1],[0.9999931]
VPS37C,[1],[0.99999285]
MND1,[1],[0.9999927]
NCOA6,[1],[0.9999926]
CELSR3,[1],[0.9999926]
PPP3CC,[1],[0.9999925]
INTU,[1],[0.9999925]
IFT172,[1],[0.99999225]
MMP8,[1],[0.99999213]
CYLD,[1],[0.999992]
CDH23,[1],[0.9999919]
MYH6,[1],[0.9999918]
SKI,[1],[0.99999154]
ITGA7,[1],[0.9999914]
RUNX1,[1],[0.9999913]
STAT2,[1],[0.9999913]
CCND2,[1],[0.9999912]
GZMA,[1],[0.9999912]
VPS37A,[1],[0.99999094]
RPS6KA2,[1],[0.99999094]
RAD9A,[1],[0.9999908]
PIK3AP1,[1],[0.9999907]
FANCM,[1],[0.9999906]
NBN,[1],[0.9999901]
SNAI2,[1],[0.99998987]
LPP,[1],[0.9999896]
DLL1,[1],[0.9999896]
RAD50,[1],[0.9999895]
STX1A,[1],[0.9999893]
HECW1,[1],[0.9999889]
TIRAP,[1],[0.99998856]
ITGA4,[1],[0.9999883]
MYL9,[1],[0.9999882]
PRKCH,[1],[0.9999881]
TNC,[1],[0.9999881]
DNAH17,[1],[0.99998784]
LMO7,[1],[0.99998784]
PRSS2,[1],[0.99998784]
LRP8,[1],[0.9999877]
IL2,[1],[0.9999876]
ADCY2,[1],[0.9999875]
NUP205,[1],[0.9999869]
GHR,[1],[0.99998677]
SKIL,[1],[0.9999864]
NGF,[1],[0.9999864]
ALMS1,[1],[0.9999863]
HLA-DPB1,[1],[0.9999863]
HIF1A,[1],[0.9999863]
KIF3A,[1],[0.9999862]
MYH7,[1],[0.9999858]
MRAS,[1],[0.99998534]
ERCC2,[1],[0.9999852]
ACTB,[1],[0.999985]
NUP214,[1],[0.9999846]
MRC1,[1],[0.99998415]
HOXB1,[1],[0.99998415]
PARD3,[1],[0.9999838]
SIN3B,[1],[0.99998355]
CTNND2,[1],[0.999982]
MYH9,[1],[0.999982]
TGS1,[1],[0.9999819]
NRXN1,[1],[0.99998176]
GSK3A,[1],[0.99998164]
SZT2,[1],[0.99998164]
SOCS5,[1],[0.9999815]
CFH,[1],[0.9999815]
FER,[1],[0.9999814]
DCC,[1],[0.99998116]
COL1A2,[1],[0.9999809]
HLA-DRB1,[1],[0.9999801]
PCDH9,[1],[0.99997985]
MEF2C,[1],[0.99997985]
NECTIN1,[1],[0.99997926]
TRIM27,[1],[0.99997914]
BMPR1B,[1],[0.99997807]
THRA,[1],[0.9999778]
MYO3A,[1],[0.9999778]
FANCD2,[1],[0.9999777]
NEFH,[1],[0.9999776]
IL17F,[1],[0.999977]
COL1A1,[1],[0.999977]
CSF3R,[1],[0.9999765]
BRAP,[1],[0.9999764]
PSMA2,[1],[0.9999757]
BLM,[1],[0.99997556]
IL17A,[1],[0.99997544]
EPS15,[1],[0.9999739]
NR1H3,[1],[0.99997294]
FNIP1,[1],[0.9999722]
NCOA1,[1],[0.99997175]
HMGB2,[1],[0.99997103]
NRG3,[1],[0.9999709]
NOS3,[1],[0.99997056]
PPIA,[1],[0.99997044]
DSP,[1],[0.99997044]
KAT5,[1],[0.99997044]
SPOP,[1],[0.9999703]
FLT3,[1],[0.99996996]
PSME4,[1],[0.9999689]
C3,[1],[0.99996805]
DLG2,[1],[0.9999677]
MYH11,[1],[0.99996746]
FADD,[1],[0.9999672]
CASP9,[1],[0.999967]
IL2RA,[1],[0.999967]
C4A,[1],[0.9999665]
KLF2,[1],[0.99996614]
MLH1,[1],[0.9999658]
FAF1,[1],[0.99996567]
SEM1,[1],[0.99996495]
CTNNA3,[1],[0.99996376]
HMGA1,[1],[0.9999635]
GNAL,[1],[0.9999634]
FLNA,[1],[0.99996316]
SUPT5H,[1],[0.9999629]
IL10,[1],[0.99996245]
RNF41,[1],[0.9999621]
GPLD1,[1],[0.99996185]
