Gene,Predicted Label,Probability
EFEMP2,[1],[0.99999976]
TCF7,[1],[0.99999976]
SPTBN4,[1],[0.99999976]
MFAP4,[1],[0.99999976]
HIF3A,[1],[0.99999976]
WRN,[1],[0.99999976]
DPYD,[1],[0.99999976]
PGR,[1],[0.99999976]
SPO11,[1],[0.99999976]
AKAP9,[1],[0.99999976]
DCLRE1B,[1],[0.99999976]
TF,[1],[0.99999976]
ZBTB16,[1],[0.99999976]
PLXNA4,[1],[0.99999976]
MS4A2,[1],[0.99999976]
CRABP1,[1],[0.99999976]
USP7,[1],[0.99999976]
KTN1,[1],[0.99999976]
ANK3,[1],[0.99999976]
PLCG2,[1],[0.99999976]
MET,[1],[0.99999976]
HSPA2,[1],[0.99999976]
PAFAH1B2,[1],[0.99999964]
SH3GL1,[1],[0.99999964]
CNTF,[1],[0.99999964]
FANCI,[1],[0.99999964]
TWIST1,[1],[0.99999964]
FOXK2,[1],[0.99999964]
FLT3,[1],[0.99999964]
RB1,[1],[0.99999964]
THPO,[1],[0.99999964]
ANGPTL4,[1],[0.9999995]
THRAP3,[1],[0.9999995]
RIMS1,[1],[0.9999995]
GPX2,[1],[0.9999995]
FGFR4,[1],[0.9999995]
COMT,[1],[0.9999995]
NIPBL,[1],[0.9999995]
TFF1,[1],[0.9999995]
PTK6,[1],[0.9999995]
JAG1,[1],[0.9999995]
RUNX2,[1],[0.9999995]
PLEC,[1],[0.9999995]
HELZ2,[1],[0.9999994]
NT5E,[1],[0.9999994]
MMP16,[1],[0.9999994]
TG,[1],[0.9999994]
PAK3,[1],[0.9999994]
RAD51C,[1],[0.9999994]
RASAL1,[1],[0.9999994]
DNAH8,[1],[0.9999994]
CIITA,[1],[0.9999994]
NFKBIE,[1],[0.9999994]
RYR3,[1],[0.9999994]
CYP3A5,[1],[0.9999994]
STAG2,[1],[0.9999994]
SMARCA4,[1],[0.9999994]
TFG,[1],[0.9999994]
TCF7L2,[1],[0.9999994]
MYH9,[1],[0.9999993]
CBX3,[1],[0.9999993]
RAD17,[1],[0.9999993]
CD79B,[1],[0.9999993]
BID,[1],[0.9999993]
SP1,[1],[0.9999993]
EPHA2,[1],[0.9999993]
FOXK1,[1],[0.9999993]
MAF,[1],[0.99999917]
HBEGF,[1],[0.99999917]
MYL1,[1],[0.99999917]
E2F7,[1],[0.99999917]
TLL1,[1],[0.99999905]
ADH6,[1],[0.99999905]
CYP1B1,[1],[0.99999905]
TNRC6A,[1],[0.99999905]
TEX15,[1],[0.99999905]
CAV1,[1],[0.99999905]
PTPN2,[1],[0.99999905]
PRPF40B,[1],[0.99999905]
LYN,[1],[0.9999989]
ADH4,[1],[0.9999989]
DNAH9,[1],[0.9999989]
PLEKHA7,[1],[0.9999989]
CCDC8,[1],[0.9999989]
SS18,[1],[0.9999988]
CYP19A1,[1],[0.9999988]
CD44,[1],[0.9999988]
CA9,[1],[0.9999988]
MDC1,[1],[0.9999988]
NF2,[1],[0.9999988]
PAX6,[1],[0.9999988]
CEBPB,[1],[0.9999987]
RPS27A,[1],[0.9999987]
ACACA,[1],[0.9999987]
OIP5,[1],[0.99999857]
NT5C2,[1],[0.99999857]
LEP,[1],[0.99999857]
NT5C,[1],[0.99999857]
PICALM,[1],[0.99999857]
CUBN,[1],[0.99999845]
SEMA6D,[1],[0.99999845]
NEB,[1],[0.99999845]
MYL5,[1],[0.99999845]
NCOR1,[1],[0.99999845]
TFAP2A,[1],[0.99999845]
ADAM17,[1],[0.99999833]
KDM4A,[1],[0.99999833]
CHST11,[1],[0.99999833]
FASLG,[1],[0.99999833]
TAF7L,[1],[0.99999833]
PRF1,[1],[0.99999833]
ASPM,[1],[0.9999982]
TRIM28,[1],[0.9999982]
PCM1,[1],[0.9999982]
NME1,[1],[0.9999981]
GLI3,[1],[0.999998]
PRKCD,[1],[0.999998]
UBA52,[1],[0.999998]
LAT2,[1],[0.999998]
PAX3,[1],[0.99999785]
PLXNA3,[1],[0.99999785]
EPHA7,[1],[0.99999785]
GRIK3,[1],[0.99999785]
SPEN,[1],[0.99999774]
HIPK2,[1],[0.99999774]
PIK3CG,[1],[0.9999976]
PRCP,[1],[0.9999976]
HSD17B3,[1],[0.9999975]
GRIA4,[1],[0.9999975]
COL4A3,[1],[0.9999974]
OSM,[1],[0.9999974]
NT5C3A,[1],[0.9999974]
MAP3K5,[1],[0.9999974]
EPHB1,[1],[0.99999726]
LSM14A,[1],[0.99999726]
ETS1,[1],[0.99999726]
MDN1,[1],[0.99999726]
IRAK1,[1],[0.99999726]
RXRG,[1],[0.99999726]
CTDP1,[1],[0.99999726]
S100A12,[1],[0.99999714]
RIMS2,[1],[0.99999714]
LRP1,[1],[0.999997]
ACE,[1],[0.999997]
FGF2,[1],[0.9999968]
CASP3,[1],[0.9999968]
GZMA,[1],[0.9999968]
ACVR1B,[1],[0.9999968]
ACTA2,[1],[0.99999666]
ATF1,[1],[0.99999666]
RHOB,[1],[0.99999666]
TAB3,[1],[0.99999666]
IQGAP2,[1],[0.99999654]
LMNA,[1],[0.9999964]
VAV3,[1],[0.9999963]
STAT6,[1],[0.9999962]
ASXL2,[1],[0.99999607]
KIF4A,[1],[0.99999607]
NAT8L,[1],[0.99999595]
POLA1,[1],[0.99999595]
MSH3,[1],[0.99999595]
PLXNA1,[1],[0.9999958]
CTNNA2,[1],[0.9999958]
VCAN,[1],[0.9999958]
CYP7B1,[1],[0.9999957]
ESRP1,[1],[0.9999956]
CEP57,[1],[0.9999956]
FOXA1,[1],[0.9999956]
ARID2,[1],[0.99999547]
MTOR,[1],[0.99999547]
RBBP6,[1],[0.99999535]
ESR1,[1],[0.99999535]
ORMDL3,[1],[0.99999535]
CDH9,[1],[0.99999523]
TIAM2,[1],[0.9999951]
PIK3R6,[1],[0.999995]
MAP3K11,[1],[0.99999475]
CBFB,[1],[0.99999475]
TJP1,[1],[0.99999475]
NR5A2,[1],[0.99999475]
HOXA7,[1],[0.99999464]
HMGB1,[1],[0.99999464]
CR1,[1],[0.9999945]
PDCD1LG2,[1],[0.9999945]
LMO1,[1],[0.9999945]
NIN,[1],[0.9999944]
CD209,[1],[0.9999944]
ACVR1,[1],[0.9999943]
TNC,[1],[0.9999943]
SPRY4,[1],[0.99999416]
PDGFA,[1],[0.99999416]
SCN1A,[1],[0.9999938]
COL6A3,[1],[0.9999938]
PIK3CD,[1],[0.9999937]
RPS6KA4,[1],[0.99999356]
MAPK1,[1],[0.99999356]
PPP4R4,[1],[0.99999344]
PTPRC,[1],[0.9999933]
TP53INP1,[1],[0.9999932]
PIAS4,[1],[0.9999932]
MYL2,[1],[0.9999932]
OTUD7B,[1],[0.99999297]
HLA-A,[1],[0.99999285]
PAX5,[1],[0.9999927]
RRAS,[1],[0.9999926]
HOXA9,[1],[0.9999925]
RAD9A,[1],[0.9999924]
ACSL3,[1],[0.9999924]
TICAM1,[1],[0.99999213]
AKR1D1,[1],[0.999992]
JAK1,[1],[0.999992]
SRCAP,[1],[0.999992]
BTK,[1],[0.999992]
PHF19,[1],[0.9999919]
MEN1,[1],[0.9999919]
ITK,[1],[0.9999918]
POLE3,[1],[0.9999918]
MAFF,[1],[0.9999918]
TRPS1,[1],[0.9999914]
CCDC68,[1],[0.9999913]
IL1B,[1],[0.99999094]
FN1,[1],[0.9999907]
MSH5,[1],[0.9999906]
CTTN,[1],[0.99999046]
CYP1A2,[1],[0.99999046]
IRF4,[1],[0.9999901]
BMP1,[1],[0.99998987]
MBD6,[1],[0.99998975]
TCF3,[1],[0.99998975]
POLK,[1],[0.9999896]
EFNB3,[1],[0.9999894]
NT5M,[1],[0.9999893]
TRPV6,[1],[0.99998915]
IL23A,[1],[0.9999889]
CYP24A1,[1],[0.9999889]
PIP5K1B,[1],[0.9999888]
CMTR1,[1],[0.9999883]
USP1,[1],[0.9999882]
NDST2,[1],[0.9999881]
PPP6C,[1],[0.9999876]
KAT5,[1],[0.99998736]
UBC,[1],[0.99998724]
ERCC1,[1],[0.99998724]
RPL10,[1],[0.9999871]
CASP4,[1],[0.9999871]
FCER1A,[1],[0.9999871]
ODF2,[1],[0.9999871]
RPA4,[1],[0.9999871]
ASXL1,[1],[0.99998665]
CTBP1,[1],[0.99998593]
LPP,[1],[0.9999858]
DGCR8,[1],[0.9999857]
IL6ST,[1],[0.9999856]
FOSL1,[1],[0.9999856]
RPS6KA5,[1],[0.99998534]
FABP4,[1],[0.99998534]
SPTBN1,[1],[0.99998534]
FOXO1,[1],[0.9999852]
FBLN1,[1],[0.9999852]
YWHAQ,[1],[0.9999852]
CTNND2,[1],[0.9999851]
LAMB3,[1],[0.99998486]
NTRK3,[1],[0.99998474]
NOX4,[1],[0.99998474]
IL13,[1],[0.9999846]
TFDP1,[1],[0.9999846]
RASA1,[1],[0.9999846]
BRD2,[1],[0.9999846]
YBX1,[1],[0.99998415]
MEF2D,[1],[0.99998415]
GRIA3,[1],[0.999984]
SGCB,[1],[0.999984]
HCK,[1],[0.99998355]
FXR1,[1],[0.99998343]
GNAS,[1],[0.99998343]
VEGFA,[1],[0.9999831]
ME1,[1],[0.9999827]
LRPPRC,[1],[0.9999827]
HSD17B2,[1],[0.9999826]
HIP1,[1],[0.9999826]
NFKB2,[1],[0.9999825]
TRAF5,[1],[0.9999825]
JUP,[1],[0.99998236]
HMGCS2,[1],[0.99998224]
TRRAP,[1],[0.9999821]
LPL,[1],[0.9999821]
RIPK3,[1],[0.99998164]
AHCYL2,[1],[0.99998164]
IL12RB2,[1],[0.9999813]
FGF19,[1],[0.9999813]
SOD3,[1],[0.9999813]
NLRP3,[1],[0.9999809]
VCAM1,[1],[0.99998057]
DLG1,[1],[0.9999802]
IL12B,[1],[0.99998]
ZC3H11A,[1],[0.9999796]
SREBF1,[1],[0.9999794]
FAF1,[1],[0.99997926]
BDNF,[1],[0.999979]
CCND1,[1],[0.999979]
NFATC2,[1],[0.9999788]
PARP1,[1],[0.99997854]
DUSP1,[1],[0.9999776]
PRKCG,[1],[0.99997747]
TAL1,[1],[0.99997723]
CD79A,[1],[0.99997675]
DYNC1H1,[1],[0.99997675]
DNAH3,[1],[0.99997675]
ENG,[1],[0.99997663]
HSPG2,[1],[0.9999759]
NCAM1,[1],[0.9999758]
CD36,[1],[0.9999758]
ARNT,[1],[0.9999753]
EFNB1,[1],[0.9999751]
CTGF,[1],[0.9999751]
EPHA1,[1],[0.9999751]
KLF5,[1],[0.99997485]
ADAM12,[1],[0.99997485]
ACTN2,[1],[0.9999747]
TGFBR3,[1],[0.9999746]
MYO10,[1],[0.99997425]
ARHGEF18,[1],[0.99997294]
COL4A5,[1],[0.9999728]
FZD5,[1],[0.9999727]
OLFM4,[1],[0.9999726]
GLCE,[1],[0.99997234]
TLR8,[1],[0.9999721]
RPS6KA2,[1],[0.999972]
CEBPD,[1],[0.9999708]
SPI1,[1],[0.99997056]
IL7R,[1],[0.99997044]
JAK3,[1],[0.9999703]
CDK12,[1],[0.9999702]
IL10,[1],[0.9999701]
CDKN1A,[1],[0.99996984]
TNFAIP3,[1],[0.9999697]
FGF18,[1],[0.9999696]
ETS2,[1],[0.9999695]
CXCL12,[1],[0.99996936]
PRKCQ,[1],[0.99996865]
ROBO1,[1],[0.9999685]
GPHN,[1],[0.9999684]
ITGA2,[1],[0.9999684]
COL16A1,[1],[0.99996805]
ESR2,[1],[0.9999677]
PIAS3,[1],[0.9999676]
UBB,[1],[0.99996746]
LMO7,[1],[0.99996746]
KCNJ2,[1],[0.99996746]
ACVR2A,[1],[0.99996734]
PRNP,[1],[0.9999672]
ACVRL1,[1],[0.9999671]
CHAF1A,[1],[0.999967]
GRAP2,[1],[0.99996686]
ITGA11,[1],[0.9999666]
HUS1,[1],[0.9999664]
METTL14,[1],[0.99996626]
IL1R2,[1],[0.999966]
PCDHA9,[1],[0.999966]
IL5RA,[1],[0.9999658]
ZNF217,[1],[0.9999658]
TBX3,[1],[0.9999658]
BIRC2,[1],[0.99996555]
LAMB1,[1],[0.99996555]
SH3GL2,[1],[0.9999653]
WDFY3,[1],[0.9999652]
GPC5,[1],[0.9999647]
RUNX3,[1],[0.99996436]
KIAA1549,[1],[0.99996424]
ESRP2,[1],[0.9999641]
ATRX,[1],[0.9999635]
TBX21,[1],[0.9999633]
DCC,[1],[0.99996305]
CLCF1,[1],[0.9999627]
NUSAP1,[1],[0.99996185]
IRS4,[1],[0.999961]
SMARCD3,[1],[0.99996054]
CACNA1D,[1],[0.99996006]
POLD4,[1],[0.99995995]
TGFB1,[1],[0.9999596]
FANCM,[1],[0.999959]
CHUK,[1],[0.99995863]
WWC1,[1],[0.9999579]
S100A7,[1],[0.9999571]
GOLGA5,[1],[0.99995685]
EEF1A1,[1],[0.9999567]
LAMA2,[1],[0.99995613]
NR1D1,[1],[0.999956]
ASH1L,[1],[0.9999554]
DSCAM,[1],[0.99995494]
CACNA1E,[1],[0.9999547]
LTBP1,[1],[0.9999547]
ABCC2,[1],[0.9999542]
IL1A,[1],[0.9999541]
EPHA5,[1],[0.999954]
EAF1,[1],[0.999954]
BLK,[1],[0.99995375]
MUC5B,[1],[0.9999536]
ERCC8,[1],[0.9999535]
ZNF462,[1],[0.99995327]
SMARCA2,[1],[0.99995315]
C3,[1],[0.9999527]
APAF1,[1],[0.99995255]
SDHA,[1],[0.9999522]
IGF1R,[1],[0.9999522]
BCL6,[1],[0.99995184]
PTPN9,[1],[0.9999517]
LHCGR,[1],[0.9999516]
IFNG,[1],[0.9999516]
FGD3,[1],[0.99995136]
TLR7,[1],[0.999951]
MYLK,[1],[0.9999509]
ARHGAP35,[1],[0.9999505]
TIAM1,[1],[0.9999502]
FZD6,[1],[0.99995005]
REL,[1],[0.9999496]
PRKCA,[1],[0.99994886]
TREM1,[1],[0.9999485]
USP33,[1],[0.99994814]
PRMT1,[1],[0.9999479]
TP53BP1,[1],[0.99994755]
ITPR1,[1],[0.9999466]
PYGO2,[1],[0.9999459]
HSD11B1,[1],[0.99994504]
HEY1,[1],[0.9999443]
CSF2RB,[1],[0.9999442]
DROSHA,[1],[0.9999436]
MOV10,[1],[0.99994326]
LCP2,[1],[0.99994314]
LOXL4,[1],[0.9999418]
CDH17,[1],[0.9999411]
ACSL5,[1],[0.99994016]
HNF1A,[1],[0.9999397]
GZMB,[1],[0.9999393]
REV3L,[1],[0.9999392]
TOP1,[1],[0.9999386]
MED12,[1],[0.99993813]
DAPK1,[1],[0.999938]
FUT9,[1],[0.9999372]
BRCA2,[1],[0.9999367]
CCL2,[1],[0.99993646]
MYCBP2,[1],[0.999936]
NRG1,[1],[0.9999354]
ELL,[1],[0.99993527]
CYP27B1,[1],[0.99993527]
TAF1D,[1],[0.99993503]
CDH2,[1],[0.99993396]
AR,[1],[0.99993336]
GOPC,[1],[0.99993277]
ATP2A2,[1],[0.99993217]
STAT1,[1],[0.9999316]
GFRA2,[1],[0.9999306]
BCL2,[1],[0.9999299]
BRMS1,[1],[0.99992967]
RASA4,[1],[0.99992967]
EHMT2,[1],[0.99992967]
MYL9,[1],[0.9999293]
MMP7,[1],[0.9999291]
SFN,[1],[0.99992883]
PLXND1,[1],[0.99992824]
TRIO,[1],[0.999928]
EGFR,[1],[0.99992716]
COL12A1,[1],[0.9999269]
CPT1A,[1],[0.99992573]
SALL4,[1],[0.9999256]
KLK3,[1],[0.9999249]
QKI,[1],[0.9999248]
BHMT2,[1],[0.9999248]
TPR,[1],[0.99992406]
TNF,[1],[0.9999232]
RASGRP2,[1],[0.99992263]
SGCD,[1],[0.9999224]
VWF,[1],[0.9999211]
MYD88,[1],[0.9999198]
SOS1,[1],[0.9999198]
DRG1,[1],[0.99991953]
CALCA,[1],[0.9999163]
TLR1,[1],[0.9999161]
BCR,[1],[0.9999161]
CAMK4,[1],[0.9999149]
ATP1B2,[1],[0.99991477]
NFE2L2,[1],[0.9999144]
MAP2K3,[1],[0.99991345]
CD28,[1],[0.9999132]
ARG2,[1],[0.99991274]
FOS,[1],[0.99991167]
FZD3,[1],[0.9999114]
LEF1,[1],[0.99991024]
RPA3,[1],[0.9999095]
ARID5B,[1],[0.9999068]
CHD7,[1],[0.99990654]
CACNA1A,[1],[0.99990535]
PLIN1,[1],[0.999905]
NGFR,[1],[0.99990463]
NRXN3,[1],[0.9999045]
GRIA2,[1],[0.99990416]
BCL10,[1],[0.99990356]
CDON,[1],[0.9999018]
HOXB1,[1],[0.9999018]
MYOD1,[1],[0.99990165]
ASAP1,[1],[0.99990153]
YWHAE,[1],[0.9999014]
GATA1,[1],[0.9999013]
NOTCH2,[1],[0.99990034]
CYP1A1,[1],[0.9998976]
PTPRZ1,[1],[0.9998975]
APP,[1],[0.9998971]
PTPRD,[1],[0.9998971]
CYP3A4,[1],[0.999895]
CACNB2,[1],[0.99989414]
FZD10,[1],[0.9998921]
HOXB4,[1],[0.999892]
HTT,[1],[0.9998909]
JUN,[1],[0.99989057]
IHH,[1],[0.9998901]
FLRT2,[1],[0.99988925]
KIF15,[1],[0.9998889]
CECR2,[1],[0.9998888]
GH1,[1],[0.99988854]
TSHR,[1],[0.99988794]
NCAPH2,[1],[0.9998877]
EIF4G3,[1],[0.9998876]
HEY2,[1],[0.99988735]
HERC2,[1],[0.9998869]
NUMA1,[1],[0.99988663]
KCNMA1,[1],[0.9998863]
LRP6,[1],[0.99988604]
FGF6,[1],[0.99988437]
SFRP4,[1],[0.9998839]
TEAD3,[1],[0.99988365]
TM6SF2,[1],[0.99988294]
FGFR1,[1],[0.9998827]
NR3C1,[1],[0.99988246]
KEAP1,[1],[0.99988174]
IL2RG,[1],[0.9998772]
AGTR1,[1],[0.9998772]
BRCA1,[1],[0.9998771]
HECW1,[1],[0.9998771]
PRKRA,[1],[0.99987495]
PCF11,[1],[0.99987483]
ARHGEF1,[1],[0.9998734]
RNF8,[1],[0.9998734]
PAK4,[1],[0.99987245]
TRIM13,[1],[0.99987173]
TYMP,[1],[0.9998714]
ZSWIM7,[1],[0.99987054]
VEGFC,[1],[0.99986994]
TRIB3,[1],[0.9998697]
DPP4,[1],[0.99986815]
ADCY8,[1],[0.99986804]
TLR2,[1],[0.9998678]
SMPD1,[1],[0.9998673]
TRAK1,[1],[0.9998658]
FCGR3A,[1],[0.99986565]
PPP2R5B,[1],[0.99986494]
RAPGEF1,[1],[0.9998648]
COL11A1,[1],[0.9998641]
NAGS,[1],[0.9998635]
NCAPD2,[1],[0.99986327]
SWI5,[1],[0.99986243]
KLF4,[1],[0.9998605]
PTGS2,[1],[0.99985814]
HOXC4,[1],[0.9998579]
KDR,[1],[0.9998566]
RASA3,[1],[0.99985623]
